text,emotion_code,scenario,speaker_role,sarcasm,ring_level,iaa_score,emotion_cause,conversation_id,turn_number,timestamp
So happy about this!,sere,family,agent,0,1,0.607,Reaction to healthcare,conv_2970,2,2026-05-02T06:19:00.030354
This is amazing!,inte,education,friend,0,1,0.66,Reaction to family,conv_6650,10,2026-05-02T06:19:00.032018
ABSOLUTELY THRILLED!,ecst,workplace,agent,0,3,0.789,Reaction to healthcare,conv_6272,9,2026-05-02T06:19:00.046636
ABSOLUTELY THRILLED!,ecst,education,partner,0,3,0.711,Reaction to workplace,conv_2052,3,2026-05-02T06:19:00.046687
Didn't see that coming!,supr,customer_service,friend,0,2,0.784,Reaction to online_debate,conv_8771,2,2026-05-02T06:19:00.051798
This is amazing!,bore,family,user,0,1,0.592,Reaction to online_debate,conv_5476,5,2026-05-02T06:19:00.031762
This is amazing!,remo,romance,friend,0,1,0.616,Reaction to romance,conv_1676,2,2026-05-02T06:19:00.050485
Best day ever!,surp,education,agent,0,2,0.653,Reaction to customer_service,conv_2333,3,2026-05-02T06:19:00.044659
Best day ever!,anno,friendship,friend,0,1,0.662,Reaction to romance,conv_9827,4,2026-05-02T06:19:00.032644
So happy about this!,acce,healthcare,friend,0,1,0.63,Reaction to healthcare,conv_4859,9,2026-05-02T06:19:00.030596
"Fantastic, more work.",joy,friendship,agent,1,2,0.88,Reaction to romance,conv_6194,5,2026-05-02T06:19:00.043650
Best day ever!,disg,healthcare,friend,0,2,0.697,Reaction to customer_service,conv_6982,1,2026-05-02T06:19:00.045601
HEARTBROKEN.,grie,online_debate,partner,0,3,0.824,Reaction to healthcare,conv_1151,2,2026-05-02T06:19:00.047911
So happy about this!,admi,education,agent,0,3,0.902,Reaction to romance,conv_9846,8,2026-05-02T06:19:00.046852
Best day ever!,admi,friendship,partner,0,3,0.758,Reaction to healthcare,conv_1968,9,2026-05-02T06:19:00.046893
ABSOLUTELY FURIOUS!,rage,education,stranger,0,3,0.705,Reaction to workplace,conv_5117,9,2026-05-02T06:19:00.048396
So happy about this!,ange,workplace,friend,0,2,0.83,Reaction to education,conv_7422,3,2026-05-02T06:19:00.045909
BEST DAY OF MY LIFE!,ecst,healthcare,stranger,0,3,0.762,Reaction to customer_service,conv_5853,10,2026-05-02T06:19:00.046460
SEEING RED!,rage,online_debate,agent,0,3,0.863,Reaction to friendship,conv_5486,4,2026-05-02T06:19:00.048441
This is amazing!,disa,family,user,0,1,0.602,Reaction to customer_service,conv_5706,9,2026-05-02T06:19:00.050401
So happy about this!,cont,healthcare,partner,0,1,0.567,Reaction to friendship,conv_8096,11,2026-05-02T06:19:00.050863
So happy about this!,ange,workplace,user,0,2,0.751,Reaction to friendship,conv_6164,4,2026-05-02T06:19:00.045730
Best day ever!,trus,family,user,0,2,0.651,Reaction to family,conv_2477,7,2026-05-02T06:19:00.044062
So happy about this!,remo,online_debate,agent,0,1,0.706,Reaction to workplace,conv_5785,4,2026-05-02T06:19:00.050539
This makes me nervous.,fear,workplace,user,0,2,0.831,Reaction to customer_service,conv_4093,2,2026-05-02T06:19:00.044296
Care deeply.,love,healthcare,agent,0,1,0.658,Reaction to friendship,conv_5511,8,2026-05-02T06:19:00.049127
This is amazing!,remo,online_debate,partner,0,1,0.661,Reaction to friendship,conv_7880,6,2026-05-02T06:19:00.050420
This is amazing!,sere,customer_service,user,0,1,0.617,Reaction to family,conv_8202,7,2026-05-02T06:19:00.030537
"Fantastic, more work.",joy,online_debate,user,1,2,0.793,Reaction to friendship,conv_7170,1,2026-05-02T06:19:00.043867
This is amazing!,admi,workplace,stranger,0,3,0.655,Reaction to friendship,conv_2114,4,2026-05-02T06:19:00.046781
Best day ever!,appr,workplace,stranger,0,2,0.917,Reaction to healthcare,conv_9614,7,2026-05-02T06:19:00.046382
Unexpected!,supr,romance,agent,0,2,0.764,Reaction to education,conv_2410,12,2026-05-02T06:19:00.051788
This is amazing!,remo,romance,stranger,0,1,0.576,Reaction to healthcare,conv_6081,4,2026-05-02T06:19:00.050752
Afraid of consequences.,fear,education,friend,0,2,0.871,Reaction to workplace,conv_5410,12,2026-05-02T06:19:00.044367
So happy about this!,bore,education,stranger,0,1,0.599,Reaction to workplace,conv_3725,1,2026-05-02T06:19:00.031869
So happy about this!,ange,customer_service,partner,0,2,0.894,Reaction to friendship,conv_7238,3,2026-05-02T06:19:00.045934
So happy about this!,acce,online_debate,agent,0,1,0.779,Reaction to online_debate,conv_3531,6,2026-05-02T06:19:00.030949
This is amazing!,pens,online_debate,partner,0,1,0.562,Reaction to healthcare,conv_6379,6,2026-05-02T06:19:00.031357
Best day ever!,admi,family,user,0,3,0.719,Reaction to friendship,conv_4646,6,2026-05-02T06:19:00.046863
So happy about this!,surp,family,friend,0,2,0.711,Reaction to workplace,conv_8296,5,2026-05-02T06:19:00.044793
Scanning for threats.,vigi,friendship,agent,0,3,0.731,Reaction to family,conv_4989,5,2026-05-02T06:19:00.049044
So happy about this!,sadn,friendship,partner,0,2,0.747,Reaction to family,conv_3087,6,2026-05-02T06:19:00.045277
PARALYZED WITH FEAR!,terr,workplace,friend,0,3,0.845,Reaction to healthcare,conv_2780,5,2026-05-02T06:19:00.047199
So happy about this!,aggr,workplace,agent,0,1,0.661,Reaction to online_debate,conv_9576,1,2026-05-02T06:19:00.051203
REVOLTED!,loat,online_debate,stranger,0,3,0.711,Reaction to family,conv_3569,1,2026-05-02T06:19:00.048055
This is amazing!,opti,workplace,user,0,1,0.696,Reaction to healthcare,conv_6021,5,2026-05-02T06:19:00.043375
This is amazing!,appr,romance,friend,0,2,0.694,Reaction to romance,conv_9524,12,2026-05-02T06:19:00.046058
PARALYZED WITH FEAR!,terr,education,stranger,0,3,0.936,Reaction to customer_service,conv_8012,8,2026-05-02T06:19:00.047158
Best day ever!,appr,online_debate,agent,0,2,0.724,Reaction to healthcare,conv_3846,1,2026-05-02T06:19:00.046370
Best day ever!,appr,family,friend,0,2,0.854,Reaction to healthcare,conv_9747,4,2026-05-02T06:19:00.046046
ASTONISHING!,amaz,online_debate,user,0,3,0.861,Reaction to romance,conv_5543,3,2026-05-02T06:19:00.047659
This is amazing!,appr,friendship,user,0,2,0.783,Reaction to customer_service,conv_2636,7,2026-05-02T06:19:00.046238
HATE EVERY FIBER!,loat,workplace,partner,0,3,0.676,Reaction to customer_service,conv_8671,11,2026-05-02T06:19:00.048099
Best day ever!,ange,healthcare,friend,0,2,0.687,Reaction to online_debate,conv_2730,6,2026-05-02T06:19:00.045988
So happy about this!,inte,family,agent,0,1,0.696,Reaction to online_debate,conv_7511,6,2026-05-02T06:19:00.032083
"Oh great, another meeting.",joy,workplace,partner,1,2,0.844,Reaction to customer_service,conv_4128,6,2026-05-02T06:19:00.043899
So happy about this!,sadn,customer_service,partner,0,2,0.828,Reaction to education,conv_7512,9,2026-05-02T06:19:00.045289
This is amazing!,appr,workplace,partner,0,2,0.87,Reaction to family,conv_9825,12,2026-05-02T06:19:00.046352
This is amazing!,bore,friendship,agent,0,1,0.571,Reaction to family,conv_8807,6,2026-05-02T06:19:00.031674
Best day ever!,sadn,education,partner,0,2,0.8,Reaction to family,conv_4887,3,2026-05-02T06:19:00.045320
Best day ever!,surp,family,user,0,2,0.751,Reaction to healthcare,conv_9156,3,2026-05-02T06:19:00.044665
On high alert.,vigi,family,partner,0,3,0.778,Reaction to romance,conv_4093,5,2026-05-02T06:19:00.048852
So happy about this!,pens,workplace,friend,0,1,0.739,Reaction to family,conv_5222,8,2026-05-02T06:19:00.031566
This is amazing!,admi,romance,friend,0,3,0.923,Reaction to romance,conv_5991,9,2026-05-02T06:19:00.046721
ABSOLUTELY TERRIFIED!,terr,romance,agent,0,3,0.76,Reaction to friendship,conv_3608,9,2026-05-02T06:19:00.047080
This is amazing!,pens,family,user,0,1,0.762,Reaction to customer_service,conv_4914,6,2026-05-02T06:19:00.031436
COMPLETELY STUNNED!,amaz,customer_service,agent,0,3,0.942,Reaction to healthcare,conv_5445,12,2026-05-02T06:19:00.047410
"Oh great, another meeting.",joy,education,user,1,2,0.815,Reaction to customer_service,conv_9802,6,2026-05-02T06:19:00.043861
This is amazing!,cont,customer_service,stranger,0,1,0.71,Reaction to family,conv_2465,6,2026-05-02T06:19:00.050966
BEST DAY OF MY LIFE!,ecst,customer_service,agent,0,3,0.899,Reaction to friendship,conv_8324,11,2026-05-02T06:19:00.046389
So happy about this!,sadn,online_debate,agent,0,2,0.654,Reaction to workplace,conv_8332,1,2026-05-02T06:19:00.045032
OVER THE MOON!,ecst,healthcare,user,0,3,0.91,Reaction to education,conv_3601,10,2026-05-02T06:19:00.046618
This is amazing!,acce,romance,partner,0,1,0.573,Reaction to friendship,conv_8762,11,2026-05-02T06:19:00.030762
Best day ever!,joy,healthcare,partner,0,2,0.799,Reaction to workplace,conv_5021,4,2026-05-02T06:19:00.043656
This is amazing!,inte,education,friend,0,1,0.724,Reaction to workplace,conv_6077,7,2026-05-02T06:19:00.032120
Filled with wonder.,awe,friendship,partner,0,1,0.714,Reaction to romance,conv_5453,12,2026-05-02T06:19:00.050054
So happy about this!,remo,online_debate,agent,0,1,0.593,Reaction to family,conv_1926,8,2026-05-02T06:19:00.050563
This is amazing!,inte,workplace,stranger,0,1,0.619,Reaction to online_debate,conv_7724,10,2026-05-02T06:19:00.032368
Profoundly moving.,awe,customer_service,friend,0,1,0.745,Reaction to friendship,conv_5090,8,2026-05-02T06:19:00.049976
Care deeply.,love,education,stranger,0,1,0.75,Reaction to healthcare,conv_9494,6,2026-05-02T06:19:00.049103
So happy about this!,trus,customer_service,agent,0,2,0.698,Reaction to workplace,conv_6781,6,2026-05-02T06:19:00.044198
Best day ever!,trus,online_debate,friend,0,2,0.702,Reaction to education,conv_8541,7,2026-05-02T06:19:00.044167
This is amazing!,acce,workplace,stranger,0,1,0.601,Reaction to online_debate,conv_9255,8,2026-05-02T06:19:00.030821
OVER THE MOON!,ecst,friendship,friend,0,3,0.915,Reaction to online_debate,conv_3598,6,2026-05-02T06:19:00.046596
So happy about this!,aggr,education,agent,0,1,0.604,Reaction to online_debate,conv_9713,12,2026-05-02T06:19:00.051274
This is amazing!,pens,friendship,partner,0,1,0.569,Reaction to online_debate,conv_1201,7,2026-05-02T06:19:00.031304
DEVASTATED by this loss.,grie,customer_service,agent,0,3,0.848,Reaction to education,conv_3515,3,2026-05-02T06:19:00.047816
Best day ever!,opti,healthcare,agent,0,1,0.712,Reaction to friendship,conv_7932,9,2026-05-02T06:19:00.043410
So happy about this!,opti,friendship,friend,0,1,0.56,Reaction to workplace,conv_5656,5,2026-05-02T06:19:00.043445
PARALYZED WITH FEAR!,terr,education,friend,0,3,0.826,Reaction to family,conv_4674,11,2026-05-02T06:19:00.047289
So happy about this!,disg,education,user,0,2,0.711,Reaction to workplace,conv_5857,11,2026-05-02T06:19:00.045513
Mean so much.,love,romance,user,0,1,0.692,Reaction to workplace,conv_4151,4,2026-05-02T06:19:00.049109
This is amazing!,trus,online_debate,friend,0,2,0.747,Reaction to online_debate,conv_2146,3,2026-05-02T06:19:00.044136
So happy about this!,pens,friendship,agent,0,1,0.615,Reaction to online_debate,conv_9131,12,2026-05-02T06:19:00.031572
Best day ever!,opti,friendship,stranger,0,1,0.749,Reaction to friendship,conv_9578,6,2026-05-02T06:19:00.043516
BLIND RAGE!,rage,healthcare,user,0,3,0.748,Reaction to healthcare,conv_2835,8,2026-05-02T06:19:00.048701
This is amazing!,disg,healthcare,friend,0,2,0.66,Reaction to workplace,conv_9844,1,2026-05-02T06:19:00.045369
MIND-BLOWING!,amaz,workplace,partner,0,3,0.715,Reaction to customer_service,conv_3619,10,2026-05-02T06:19:00.047561
Afraid of consequences.,fear,healthcare,friend,0,2,0.876,Reaction to education,conv_7499,12,2026-05-02T06:19:00.044540
COMPLETELY STUNNED!,amaz,healthcare,partner,0,3,0.855,Reaction to online_debate,conv_6839,4,2026-05-02T06:19:00.047445
So happy about this!,bore,customer_service,stranger,0,1,0.629,Reaction to healthcare,conv_4455,1,2026-05-02T06:19:00.031934
REVOLTED!,loat,education,user,0,3,0.816,Reaction to romance,conv_7124,12,2026-05-02T06:19:00.048270
Mean so much.,love,customer_service,agent,0,1,0.582,Reaction to education,conv_4520,10,2026-05-02T06:19:00.049277
OVER THE MOON!,ecst,romance,partner,0,3,0.661,Reaction to family,conv_7915,8,2026-05-02T06:19:00.046557
This is amazing!,surp,online_debate,friend,0,2,0.88,Reaction to romance,conv_7025,7,2026-05-02T06:19:00.044719
So happy about this!,bore,family,friend,0,1,0.773,Reaction to workplace,conv_3128,12,2026-05-02T06:19:00.031857
This makes me nervous.,fear,friendship,friend,0,2,0.772,Reaction to family,conv_7674,3,2026-05-02T06:19:00.044404
ABSOLUTELY DESPISE THIS!,loat,friendship,agent,0,3,0.896,Reaction to healthcare,conv_2312,12,2026-05-02T06:19:00.048105
Best day ever!,disg,friendship,user,0,2,0.849,Reaction to healthcare,conv_9608,3,2026-05-02T06:19:00.045446
So happy about this!,surp,customer_service,friend,0,2,0.888,Reaction to romance,conv_5924,5,2026-05-02T06:19:00.044928
This is amazing!,remo,workplace,partner,0,1,0.615,Reaction to healthcare,conv_3601,5,2026-05-02T06:19:00.050426
This is amazing!,appr,family,agent,0,2,0.703,Reaction to family,conv_8129,1,2026-05-02T06:19:00.046226
ASTONISHING!,amaz,friendship,partner,0,3,0.805,Reaction to customer_service,conv_6956,10,2026-05-02T06:19:00.047405
So happy about this!,inte,online_debate,user,0,1,0.735,Reaction to customer_service,conv_3798,11,2026-05-02T06:19:00.032227
So happy about this!,trus,family,user,0,2,0.828,Reaction to family,conv_4334,12,2026-05-02T06:19:00.044252
OVER THE MOON!,ecst,customer_service,stranger,0,3,0.808,Reaction to healthcare,conv_9706,11,2026-05-02T06:19:00.046658
This is amazing!,cont,friendship,agent,0,1,0.589,Reaction to workplace,conv_5082,12,2026-05-02T06:19:00.051077
COMPLETELY STUNNED!,amaz,healthcare,user,0,3,0.762,Reaction to family,conv_4542,12,2026-05-02T06:19:00.047550
Drowning in sorrow.,grie,online_debate,agent,0,3,0.656,Reaction to family,conv_5311,3,2026-05-02T06:19:00.047758
So happy about this!,inte,online_debate,agent,0,1,0.562,Reaction to online_debate,conv_6617,4,2026-05-02T06:19:00.031981
So happy about this!,trus,friendship,user,0,2,0.859,Reaction to customer_service,conv_8576,3,2026-05-02T06:19:00.043943
This is amazing!,inte,family,friend,0,1,0.687,Reaction to online_debate,conv_5098,9,2026-05-02T06:19:00.032246
SEEING RED!,rage,online_debate,friend,0,3,0.853,Reaction to customer_service,conv_8563,2,2026-05-02T06:19:00.048453
Best day ever!,dist,romance,agent,0,1,0.66,Reaction to friendship,conv_1390,4,2026-05-02T06:19:00.031292
So happy about this!,pens,online_debate,stranger,0,1,0.779,Reaction to online_debate,conv_4423,12,2026-05-02T06:19:00.031381
Best day ever!,dist,workplace,user,0,1,0.636,Reaction to romance,conv_3165,10,2026-05-02T06:19:00.031173
Full of affection.,love,customer_service,agent,0,1,0.649,Reaction to customer_service,conv_9894,11,2026-05-02T06:19:00.049348
MIND-BLOWING!,amaz,romance,friend,0,3,0.731,Reaction to friendship,conv_1176,12,2026-05-02T06:19:00.047457
This is amazing!,opti,education,partner,0,1,0.667,Reaction to online_debate,conv_1100,6,2026-05-02T06:19:00.043504
This makes me nervous.,fear,education,partner,0,2,0.93,Reaction to romance,conv_2971,6,2026-05-02T06:19:00.044409
This is amazing!,opti,workplace,stranger,0,1,0.569,Reaction to healthcare,conv_7903,8,2026-05-02T06:19:00.043336
REVOLTED!,loat,family,partner,0,3,0.848,Reaction to friendship,conv_2684,6,2026-05-02T06:19:00.048340
Best day ever!,trus,friendship,friend,0,2,0.76,Reaction to customer_service,conv_2563,2,2026-05-02T06:19:00.044282
BEST DAY OF MY LIFE!,ecst,online_debate,agent,0,3,0.894,Reaction to healthcare,conv_5818,1,2026-05-02T06:19:00.046710
ABSOLUTELY THRILLED!,ecst,romance,stranger,0,3,0.726,Reaction to healthcare,conv_4644,2,2026-05-02T06:19:00.046664
Didn't see that coming!,supr,healthcare,stranger,0,2,0.868,Reaction to romance,conv_8062,4,2026-05-02T06:19:00.051511
Best day ever!,admi,family,friend,0,3,0.883,Reaction to friendship,conv_6529,1,2026-05-02T06:19:00.046727
This is amazing!,ange,family,friend,0,2,0.941,Reaction to family,conv_2710,4,2026-05-02T06:19:00.045855
So happy about this!,disa,romance,user,0,1,0.553,Reaction to online_debate,conv_3681,12,2026-05-02T06:19:00.050377
So happy about this!,sere,education,agent,0,1,0.756,Reaction to healthcare,conv_2693,8,2026-05-02T06:19:00.030561
ABSOLUTELY THRILLED!,ecst,romance,agent,0,3,0.764,Reaction to online_debate,conv_2873,5,2026-05-02T06:19:00.046591
Best day ever!,pens,friendship,user,0,1,0.658,Reaction to customer_service,conv_5814,7,2026-05-02T06:19:00.031411
Drowning in sorrow.,grie,romance,friend,0,3,0.681,Reaction to online_debate,conv_9200,9,2026-05-02T06:19:00.048031
BEST DAY OF MY LIFE!,ecst,customer_service,friend,0,3,0.844,Reaction to workplace,conv_1548,6,2026-05-02T06:19:00.046500
Best day ever!,ange,online_debate,agent,0,2,0.944,Reaction to customer_service,conv_1494,9,2026-05-02T06:19:00.045951
Drowning in sorrow.,grie,customer_service,agent,0,3,0.71,Reaction to customer_service,conv_7342,6,2026-05-02T06:19:00.047775
So happy about this!,trus,workplace,agent,0,2,0.68,Reaction to family,conv_7701,1,2026-05-02T06:19:00.044111
I'm worried something might go wrong.,fear,education,friend,0,2,0.665,Reaction to friendship,conv_2657,9,2026-05-02T06:19:00.044533
This is amazing!,cont,healthcare,agent,0,1,0.75,Reaction to education,conv_9535,1,2026-05-02T06:19:00.050913
Best day ever!,anno,family,user,0,1,0.692,Reaction to online_debate,conv_4108,2,2026-05-02T06:19:00.032656
On high alert.,vigi,customer_service,stranger,0,3,0.849,Reaction to education,conv_5450,4,2026-05-02T06:19:00.048837
Profoundly moving.,awe,customer_service,partner,0,1,0.723,Reaction to family,conv_5139,4,2026-05-02T06:19:00.049811
Best day ever!,surp,workplace,partner,0,2,0.796,Reaction to customer_service,conv_9171,6,2026-05-02T06:19:00.044898
This is amazing!,sadn,education,friend,0,2,0.801,Reaction to workplace,conv_2697,10,2026-05-02T06:19:00.045296
Mean so much.,love,customer_service,agent,0,1,0.771,Reaction to romance,conv_3081,2,2026-05-02T06:19:00.049265
This is amazing!,trus,romance,stranger,0,2,0.654,Reaction to education,conv_5931,5,2026-05-02T06:19:00.044192
So happy about this!,sere,romance,user,0,1,0.774,Reaction to family,conv_1059,12,2026-05-02T06:19:00.030508
Unexpected!,supr,romance,stranger,0,2,0.829,Reaction to family,conv_7009,1,2026-05-02T06:19:00.051814
This is amazing!,acce,workplace,agent,0,1,0.68,Reaction to family,conv_2017,7,2026-05-02T06:19:00.030937
This is amazing!,disg,customer_service,friend,0,2,0.913,Reaction to healthcare,conv_3699,12,2026-05-02T06:19:00.045470
Overwhelmed.,awe,friendship,friend,0,1,0.592,Reaction to online_debate,conv_3747,6,2026-05-02T06:19:00.049942
Mean so much.,love,friendship,user,0,1,0.656,Reaction to workplace,conv_1624,9,2026-05-02T06:19:00.049188
Best day ever!,acce,family,agent,0,1,0.599,Reaction to online_debate,conv_6765,4,2026-05-02T06:19:00.030774
This is amazing!,opti,online_debate,agent,0,1,0.79,Reaction to romance,conv_2186,2,2026-05-02T06:19:00.032804
This is amazing!,cont,healthcare,stranger,0,1,0.64,Reaction to customer_service,conv_7309,12,2026-05-02T06:19:00.050948
Drowning in sorrow.,grie,online_debate,stranger,0,3,0.85,Reaction to workplace,conv_2365,6,2026-05-02T06:19:00.047950
Filled with wonder.,awe,customer_service,friend,0,1,0.663,Reaction to education,conv_5104,5,2026-05-02T06:19:00.049741
HATE EVERY FIBER!,loat,education,user,0,3,0.784,Reaction to romance,conv_2086,6,2026-05-02T06:19:00.048110
So happy about this!,surp,customer_service,agent,0,2,0.718,Reaction to workplace,conv_6720,8,2026-05-02T06:19:00.044910
What a surprise!,supr,family,stranger,0,2,0.765,Reaction to education,conv_2692,10,2026-05-02T06:19:00.051668
Unexpected!,supr,education,friend,0,2,0.89,Reaction to online_debate,conv_3335,10,2026-05-02T06:19:00.051770
HYPERVIGILANT.,vigi,family,partner,0,3,0.741,Reaction to healthcare,conv_1365,11,2026-05-02T06:19:00.048957
This is amazing!,anno,customer_service,friend,0,1,0.656,Reaction to romance,conv_1751,4,2026-05-02T06:19:00.032715
So happy about this!,surp,education,friend,0,2,0.657,Reaction to online_debate,conv_6075,11,2026-05-02T06:19:00.044707
Best day ever!,admi,customer_service,stranger,0,3,0.87,Reaction to customer_service,conv_4296,5,2026-05-02T06:19:00.046922
Best day ever!,subm,online_debate,stranger,0,1,0.594,Reaction to friendship,conv_3891,12,2026-05-02T06:19:00.049449
So happy about this!,cont,customer_service,stranger,0,1,0.761,Reaction to friendship,conv_3661,10,2026-05-02T06:19:00.051050
So happy about this!,appr,family,partner,0,2,0.853,Reaction to workplace,conv_7582,9,2026-05-02T06:19:00.046160
So happy about this!,cont,friendship,friend,0,1,0.724,Reaction to workplace,conv_6404,4,2026-05-02T06:19:00.050766
So happy about this!,remo,customer_service,user,0,1,0.75,Reaction to romance,conv_7711,1,2026-05-02T06:19:00.050626
This is amazing!,ange,romance,user,0,2,0.902,Reaction to romance,conv_3165,10,2026-05-02T06:19:00.045688
So happy about this!,trus,friendship,friend,0,2,0.733,Reaction to healthcare,conv_5086,11,2026-05-02T06:19:00.044234
This is amazing!,appr,friendship,user,0,2,0.724,Reaction to customer_service,conv_8957,4,2026-05-02T06:19:00.046137
Best day ever!,disg,friendship,partner,0,2,0.867,Reaction to family,conv_6975,8,2026-05-02T06:19:00.045625
Unexpected!,supr,online_debate,user,0,2,0.909,Reaction to customer_service,conv_2295,8,2026-05-02T06:19:00.051597
So happy about this!,pens,friendship,friend,0,1,0.631,Reaction to romance,conv_3575,11,2026-05-02T06:19:00.031517
NIGHTMARE COME TRUE!,terr,healthcare,user,0,3,0.759,Reaction to customer_service,conv_9865,8,2026-05-02T06:19:00.047358
So happy about this!,bore,friendship,partner,0,1,0.644,Reaction to family,conv_9690,6,2026-05-02T06:19:00.031680
So happy about this!,pens,romance,partner,0,1,0.602,Reaction to romance,conv_5169,9,2026-05-02T06:19:00.031310
This is amazing!,admi,romance,partner,0,3,0.891,Reaction to customer_service,conv_2833,5,2026-05-02T06:19:00.046804
This is amazing!,admi,education,stranger,0,3,0.742,Reaction to workplace,conv_4842,1,2026-05-02T06:19:00.046798
Best day ever!,acce,healthcare,stranger,0,1,0.582,Reaction to workplace,conv_9248,10,2026-05-02T06:19:00.030660
Best day ever!,acce,friendship,stranger,0,1,0.602,Reaction to friendship,conv_6250,4,2026-05-02T06:19:00.030932
DEVASTATED by this loss.,grie,family,user,0,3,0.834,Reaction to customer_service,conv_4070,7,2026-05-02T06:19:00.047740
Overwhelmed.,awe,romance,stranger,0,1,0.736,Reaction to workplace,conv_8155,1,2026-05-02T06:19:00.049771
HATE EVERY FIBER!,loat,healthcare,partner,0,3,0.871,Reaction to customer_service,conv_9586,11,2026-05-02T06:19:00.048306
Best day ever!,dist,workplace,stranger,0,1,0.63,Reaction to customer_service,conv_2380,6,2026-05-02T06:19:00.031038
This is amazing!,aggr,family,stranger,0,1,0.617,Reaction to romance,conv_5687,2,2026-05-02T06:19:00.051177
Care deeply.,love,family,stranger,0,1,0.788,Reaction to education,conv_5738,5,2026-05-02T06:19:00.049164
ABSOLUTELY TERRIFIED!,terr,romance,stranger,0,3,0.729,Reaction to healthcare,conv_7868,4,2026-05-02T06:19:00.047268
Best day ever!,bore,education,partner,0,1,0.694,Reaction to healthcare,conv_5656,8,2026-05-02T06:19:00.031863
Didn't see that coming!,supr,online_debate,partner,0,2,0.811,Reaction to family,conv_9607,1,2026-05-02T06:19:00.051657
Best day ever!,dist,online_debate,partner,0,1,0.804,Reaction to workplace,conv_8859,1,2026-05-02T06:19:00.031274
Unexpected!,supr,healthcare,agent,0,2,0.868,Reaction to romance,conv_5577,9,2026-05-02T06:19:00.051705
ABSOLUTELY TERRIFIED!,terr,family,agent,0,3,0.73,Reaction to healthcare,conv_5720,7,2026-05-02T06:19:00.047117
I'm worried something might go wrong.,fear,online_debate,agent,0,2,0.782,Reaction to workplace,conv_8128,6,2026-05-02T06:19:00.044488
This is amazing!,pens,customer_service,stranger,0,1,0.629,Reaction to family,conv_4809,6,2026-05-02T06:19:00.031554
This is amazing!,aggr,customer_service,partner,0,1,0.8,Reaction to healthcare,conv_1386,1,2026-05-02T06:19:00.051291
Best day ever!,sere,healthcare,friend,0,1,0.769,Reaction to healthcare,conv_9114,11,2026-05-02T06:19:00.030303
ASTONISHING!,amaz,family,agent,0,3,0.942,Reaction to family,conv_5398,10,2026-05-02T06:19:00.047596
BLIND RAGE!,rage,friendship,user,0,3,0.688,Reaction to education,conv_7265,8,2026-05-02T06:19:00.048512
So happy about this!,ange,customer_service,user,0,2,0.863,Reaction to education,conv_5319,1,2026-05-02T06:19:00.045940
On high alert.,vigi,friendship,friend,0,3,0.785,Reaction to customer_service,conv_1493,11,2026-05-02T06:19:00.048899
Didn't see that coming!,supr,healthcare,partner,0,2,0.74,Reaction to online_debate,conv_5881,11,2026-05-02T06:19:00.051758
Unexpected!,supr,healthcare,agent,0,2,0.814,Reaction to friendship,conv_8960,3,2026-05-02T06:19:00.051776
This is amazing!,anno,friendship,friend,0,1,0.684,Reaction to customer_service,conv_4854,9,2026-05-02T06:19:00.032484
This is amazing!,anno,online_debate,agent,0,1,0.664,Reaction to education,conv_1973,10,2026-05-02T06:19:00.032386
This is amazing!,trus,friendship,stranger,0,2,0.944,Reaction to healthcare,conv_9498,7,2026-05-02T06:19:00.044153
ABSOLUTELY FURIOUS!,rage,workplace,partner,0,3,0.819,Reaction to family,conv_8946,8,2026-05-02T06:19:00.048595
Overwhelmed.,awe,education,stranger,0,1,0.573,Reaction to education,conv_9563,1,2026-05-02T06:19:00.049953
This is amazing!,sadn,workplace,user,0,2,0.694,Reaction to online_debate,conv_3695,5,2026-05-02T06:19:00.045254
HEARTBROKEN.,grie,customer_service,user,0,3,0.723,Reaction to online_debate,conv_7498,9,2026-05-02T06:19:00.048025
"Fantastic, more work.",joy,romance,agent,1,2,0.72,Reaction to romance,conv_4792,1,2026-05-02T06:19:00.043712
ASTONISHING!,amaz,family,stranger,0,3,0.704,Reaction to family,conv_4669,3,2026-05-02T06:19:00.047480
ABSOLUTELY THRILLED!,ecst,friendship,user,0,3,0.792,Reaction to online_debate,conv_7870,9,2026-05-02T06:19:00.046552
This is amazing!,subm,online_debate,agent,0,1,0.725,Reaction to romance,conv_5618,12,2026-05-02T06:19:00.049556
Best day ever!,appr,healthcare,user,0,2,0.669,Reaction to workplace,conv_5144,5,2026-05-02T06:19:00.046131
This is amazing!,disa,education,partner,0,1,0.79,Reaction to healthcare,conv_2030,12,2026-05-02T06:19:00.050189
Best day ever!,trus,online_debate,friend,0,2,0.652,Reaction to workplace,conv_2257,11,2026-05-02T06:19:00.043973
On high alert.,vigi,workplace,user,0,3,0.948,Reaction to customer_service,conv_9834,8,2026-05-02T06:19:00.048923
Best day ever!,sere,family,agent,0,1,0.733,Reaction to family,conv_8106,10,2026-05-02T06:19:00.030407
Unexpected!,supr,healthcare,stranger,0,2,0.907,Reaction to healthcare,conv_5646,3,2026-05-02T06:19:00.051523
Mean so much.,love,online_debate,agent,0,1,0.608,Reaction to workplace,conv_6761,7,2026-05-02T06:19:00.049182
On high alert.,vigi,family,stranger,0,3,0.856,Reaction to friendship,conv_5170,8,2026-05-02T06:19:00.048858
Best day ever!,disa,education,stranger,0,1,0.569,Reaction to family,conv_7721,9,2026-05-02T06:19:00.050291
